creative_data_id,creative_data_title,creative_data_description,creative_data_duration,creative_data_lifetime_spend_estimated,creative_data_lifetime_airings_count,creative_data_airing_date_first_et,creative_data_airing_date_last_et,speech
3309933,30s Secret Ingredient - 3309933,"When visiting Cracker Barrel, you may notice that the Southern Fried Chicken has a special secret ingredient. The company considers everyone a friend and is comfortable enough to share this secret with you -- the extra ingredient is care. Cracker Barrel invites you to visit and taste the care in every bite of its hand breaded chicken.",30,1301944.29,999,2021-04-20T06:18:14-04:00,2021-06-03T16:26:38-04:00,"Here at the Cracker Barrel, you'll find a secret ingredient in our southern fried chicken. Well, we might as well tell you we're all friends here. It's care. Yeah, you can taste the care in every crispy bite. Our chicken is carefully breaded and perfectly fried all by hand with no shortcuts because care, takes time, take care now."
1683011,30s Wedding - 1683011,"A living room littered with confetti, balloons, stuffed animals and drink glasses indicates last night was an epic party. Unfortunately, this snoozing groom-to-be doesn't wake up until a dog treads on the remote and triggers the stereo system. He jumps up in a panic, grabs his Schick Xtreme 3 razor from the bathroom and catches a taxi as he's still pulling on his suit. The razor's flexible blades help him get a smooth shave on the bumpy taxi ride to the chapel. He doesn't miss a beat when he spots a prank smiley face shaved on the back of his head; he simply shaves the rest of his hair off and rocks the bald look down the aisle.",30,4102536.86,985,2018-01-22T13:24:37-05:00,2018-03-12T03:11:45-04:00,Shick. Extreme 33 flexible blades that uniquely adapt to any contour for optimum comfort for any twist or turn life hands. You shake extreme three and now extreme four with four longer lasting blades for your skin.
2620437,30s Emerge Your Best - 2620437,Emergen-C encourages people to find their breaking point and then break it. The company claims each of its products gives people a potent blend of nutrients that allow them to be their best.,30,1926747.14,927,2020-01-07T00:12:38-05:00,2020-02-24T02:40:38-05:00,"Find your rhythm, your happy place, find your breaking point, then break it. Every emergency gives you a potent blend of nutrients so you can emerge your best with emergency."
2293300,30s Built to Keep You Moving [T1] - 2293300,"With FordPass, Ford claims rewards are just a tap away. So, with just the touch of her finger, one woman gets complementary maintenance, vehicle accessories and 24/7 roadside assistance on her F-150. Using FordPass Connect, the woman can even lock her vehicle with her phone. Ford says it's the only automaker putting all these features in the palm of your hand.",30,5981669.06,926,2019-06-10T07:45:29-04:00,2019-08-01T03:51:25-04:00,"With Ford Pass. Rewards are just a tap away whether it's using rewards points to things like complimentary maintenance or for vehicle accessories. And with Ford Pass, a tap can also get you 24 7 roadside assistance and lock your vehicle only Ford Pass puts all this in the palm of your hand for pass built to keep you moving."
1676138,30s A Sixer Is Not a Home Run - 1676138,"When a man's friends attempt to explain cricket to him, he quickly finds himself lost in their jargon. Amica Mutual Insurance Company believes that, while not all explanations are helpful, it can help explain everything a person would need to know about their car insurance.",30,4329364.1,912,2018-01-10T18:08:42-05:00,2018-08-15T15:59:05-04:00,"Cricket's very simple. One. Switch between the two batters on the pitch is a run, but you can get stumped by the wicket keeper. You can get caught, you can get bowled, you can go lbw next before wicket. You don't want to go lbw get it over the fence. Sixer six home run. No, 66. If you leave the crease, all bets are off. Silly. Midon can hit the wickets and get you run out. He could be chucking, throwing Google Yorkers, donkey drops. You don't want the finger because that means you're out out. How's that? How is that? How is he, how are you fine?"
2544459,30s Share Your Favorite Things: Rooftop - 2544459,"In her own rendition of ""My Favorite Things,"" Anna Kendrick shares her favorite things about the holidays, including warm ugly sweaters, snack table spreads fit for a king (or queen) and... bright yellow Lay's bags. When Secret Santa with the family (and Cheetos) is over and it's time to take the Smartfood Popcorn garland down, Anna simply remembers what brings her joy and then she doesn't feel so sad. Frito Lay asks you to share your favorite snacks this holiday season.",30,1958741.15,903,2019-11-21T08:47:04-05:00,2020-12-27T22:48:02-05:00,"Raindrops on roses and whiskers on kittens, bright yellow lace bags and noses, frostbitten snack table spread that is fit for a king. You want. Thank ugly sweaters because your French pesto bags of Tostitos with salsa in s their wings are a few of."
2507887,30s Holidays: Everyone's Happy - 2507887,"While shopping for gifts at Walmart, a couple is elated to find numerous toys at rollback prices, such as Vtech's Myla the Magical Unicorn, Fornite's Battle Bus, and Juno My Baby Elephant. They also find a sound bar, ostensibly so that their daughter can ""watch her cartoons in surround sound"" — and maybe some football, too.",30,3565832.16,820,2019-11-01T07:27:20-04:00,2019-11-14T03:34:06-05:00,"00. Here, look, here it is. Yes. And it's on rollback. So cool. It's a great price. Juno Soundbar. So she can watch her cartoons and surround sound and football and football. Yes, she loves football. Oh, I know."
1788954,30s The Moment: New Fridge: Whirlpool - 1788954,"This mom is ecstatic about getting a new fridge, although her husband doesn't seem to share her enthusiasm. The family heads to Lowe's where employee Patrick helps them pick out the perfect one from Whirlpool. For a limited time, Lowe's customers can save $1,080 on a Whirlpool Fingerprint-Resistant Black Stainless Steel Kitchen Suite.",30,2239096.04,741,2018-06-20T20:40:53-04:00,2018-07-04T22:59:22-04:00,"I never thought this day would come. I'm so happy. Great. The moment you realize you have to get a new fridge. But yay, you get a new fridge at Lowe's. We have the most family friendly whirlpool appliances in stock, including fingerprint resistant stainless steel refrigerators. So you can find the one that's right for you. Even when you have to decide right now, all projects have a starting point. Start with Lowe's Shop Lowe's and save over $1000 on a Whirlpool black stainless kitchen suite."
1742915,30s No Compromise - 1742915,"Travelling can have a harsh impact on your health and well-being, but Westin wants to help you stay at your best during your hotel stay. The hotel chain encourages viewers to not just get up but to rise to their full potential without compromising their well-being during travel.",30,4540358.02,712,2018-04-18T21:31:38-04:00,2018-10-01T03:13:33-04:00,"The more you travel, the more your well being can get left behind. But there's a place that doesn't come with that compromise, a place designed to help you be your best. Welcome to Weston where you're given a choice, not just to get up but to rise."
2466835,30s Best at Sea: Ocean - 2466835,"Although Viking River Cruises is confident people know of its award-winning river cruises, it also claims to be the best at sea. The cruise line believes customers will discover fascinating destinations and activities aboard its ships.",30,546109.42,711,2019-10-04T07:21:00-04:00,2020-03-03T17:57:25-05:00,"You may know Viking for our award winning river cruises. But did you know Viking is also the best at sea? Voted by readers of Travel and leisure. Four years in a row. Discover fascinating destinations and enriching activities on our elegant ocean ships designed for just 930 like minded travelers, Viking, exploring the world in comfort."
2789795,30s Here to Help: On the Road: 90 Day Deferment [T1] - 2789795,"Toyota understands that many people still need to be on the road during these troubling times, so the automaker is offering special financing and deferred payments for up to 90 days on select models to qualifying customers.",30,2345411.69,678,2020-04-22T20:10:04-04:00,2020-05-06T16:51:58-04:00,"Hi, it's Jan from Toyota. Many of you still need to be on the road right now. Toyota is here to help. We're offering an incredible 0% on our most popular Toyotas. That's 0% on Camry. 0% on RAV four or 0% on Tacoma. Plus Toyota will defer your payments for up to 90 days. You can even shop and buy online from the comfort of your home. We're here for you, contact your local Toyota dealer to see how they can help Toyota."
3059869,30s Neighbor - 3059869,"McDonald's invites you to think about what exactly makes a neighbor, a neighbor. The company believes that proximity doesn't have to decide whether someone is or is not your neighbor. Though you live on a house boat, you can still look out for your neighbors in the suburbs, and vice versa. McDonald's knows that neighbors step up for each other in times of need and assures that it will continue to do the same for its neighbors.",30,4109110.26,654,2020-11-10T11:23:49-05:00,2020-12-27T22:04:37-05:00,What makes a neighbor a neighbor? Is it just proximity is two houses down any less of a neighbor than the person next door live here. Look out for here. Simple in times of need. Neighbors step up for neighbors. We do too with a helping hand and a warm meal. What kind of neighbor would we be if we didn't?
2454123,30s Football: Drink - 2454123,"A group of football fans catching the game on TV is let down when their team's pass is intercepted. After hearing an enthusiastic ""Woo!"" from across the room, they all glance over in disdain to discover their friend enjoying McDonald's Spicy BBQ Glazed Tenders. McDonald's insists that these, along with the Spicy BBQ Glazed Chicken Sandwich, possess a flavor that will make you go ""Woo!""",30,4464346.32,649,2019-09-30T09:32:49-04:00,2019-10-21T05:40:06-04:00,"It's under coverage drafted. Believe it talk about a heartbreaking. It was really a disappointing end of their run. They were on track to go into the post. It's the flavor that makes you go. Woo mcdonald's new spicy barbecue glazed tenders and chicken sandwich made with all white meat chicken perfect with crisp refreshing, mixed by Sprite Tropic berry. Get any size for just $1."
2090919,"30s New Year, New Phone: iPhone - 2090919",T-Mobile offers an iPhone XR with its Unlimited plan so you can start your new year with a phone to record your New Year's Resolutions -- from snowboarding to selfies and flossing with your grandpa.,30,4557561.09,646,2019-01-29T20:20:29-05:00,2019-02-11T02:47:59-05:00,"Kick off the new year with the new iphone included from T Mobile. The amazing iphone 10 R is perfect for all those new year, new you selfies and only T mobile has unlimited with iphone 10 R included for just 40 bucks. So get the iphone you love most from the most loved and wireless. Bring your family to T Mobile and get the amazing iphone 10 R included for just $40 per line."
2548638,30s Holidays: It's Doorbell Season - 2548638,"To the tune of a group of carolers singing ""It's the Most Wonderful Time of the Year,"" Ring shows holiday antics caught by its video doorbells. Whether it's your kids playing in the snow, mailmen dropping off packages, wildlife stealing your deliveries, or an emotional family reunion, Ring says you'll never miss a moment.",30,6329132.99,606,2019-11-25T06:26:42-05:00,2019-12-26T18:15:42-05:00,"What I, I, wonderful time if they can sing the, and everyone telling you be a bit in some wonderful time."
2530396,30s Inspired Drive: SUVs [T2] - 2530396,"Mazda encourages drivers to be inspired this season with vehicles such as the Mazda CX-5 and CX-9. During its Season of Inspiration Event, qualified customers can receive special rebates on the 2019 CX-5.",30,5714276.13,559,2019-11-13T23:16:49-05:00,2019-12-05T02:23:04-05:00,Find a more inspired drive in an all wheel drive Mazda that cars dot com says is one of the best driving three row suvs or one car. And driver says has the ride quality of crossovers that cost twice as much. See why automotive experts are so inspired with the test drive during Mazda's season of inspiration. Now make no payments for 90 days and get 0.9% APR for 60 months.
2520568,30s Not All Zeroes Are Created Equal - 2520568,Charles Schwab believes not all zeros are created equal and that investors should come first. The firm is offering $0 commissions on online trades as part of its mission to make investing more accessible.,30,2719637.86,551,2019-11-08T16:54:49-05:00,2020-01-14T00:37:53-05:00,"Not all zeros are created equal. At Schwab, we believe investors come first. We work hard to make you happy with the right combination of people and technology. So you can work with us the way you want. Now with zero commissions on online stock ETF and options trades part of our mission to make investing more accessible for all. And we're the only firm with a satisfaction guarantee, which is why our zero is better Schwab a modern approach to wealth management."
1934234,30s Hats Off - 1934234,"T-Mobile and the Washington Nationals would like to recognize those who should be cheered for wearing a different uniform -- military personnel. A father, daughter and grandfather attending a Nationals game are displayed on the big screen when an announcer asks all military members to stand up and be recognized. After Bryce Harper takes his hat off to salute the service members, the father looks at his daughter who has a Nationals hat haphazardly sitting on her head. No matter where or when you served, T-Mobile is proud to offer discounts on family lines for military service members.",30,2590540.4,544,2018-10-23T00:53:43-04:00,2018-11-05T00:45:27-05:00,Sometimes a day at the ballpark is more than just a day at the ballpark. All military members stand and be recognized. Sometimes fans cheer for those who wear a different uniform no matter where or when you served. T Mobile stands ready to serve you. That's why we're providing half our family lines to all military and vets.
1625396,30s December to Remember Sales Event: Whispers [T1] - 1625396,"When a woman finds a Lexus GX 460 parked outside in the snow, she can't help but reveal her inner child. Ecstatic, her younger self runs up to the vehicle, peaks through the window and even gives it a hug. Lexus invites drivers to let out their inner child at its December to Remember Sales Event.",30,10462158.19,506,2017-10-31T21:50:30-04:00,2018-01-01T15:02:48-05:00,"I love you so much. We're going to be best friends forever. We're gonna go everywhere together and see everything. No. You know that GX is both of ours. Right? Don't listen to nothing. Brings out your inner child. Like the holidays experience, the excitement of the Lexus December. To remember sales event experience. Amazing at your Lexus Dealer."
2009582,30s Statue - 2009582,"Nick Offerman and Megan Mullally say they like to let people know that they're ""DTS"" or ""Down to Sling.""  That's why Nick carves a giant heart in their front yard that says, ""Slingers Welcome."" When a couple of neighbors walk by and get asked to ""Sling"" that night, they struggle to decline. Looks like they'll be there after all, with Bruce's mom too. Nick and Megan say they are ""Slingers"" and proud of it. Of course, they're talking about Sling TV service.",30,722307.64,487,2018-12-14T20:36:49-05:00,2019-01-11T14:13:40-05:00,"We like to let folks know we're dts down to slang. Hey, Cynthia, you and Bruce want a sling tonight. We just sounds good. Bruce. Bring your mom be there. Ready to go on. We're slingers and proud of it. Deal with it. Nerds. Sling TV. Is the live TV. You love with no long term contracts. Stop paying too much for TV. Watch seven days free at sling TV dot com."
1913929,30s Top Shot - 1913929,"Google knows that timing is everything when it comes to grabbing the perfect snapshot of life's magical moments or that hopeless feeling of just barely missing the perfect picture. Whether caused by a blinking eye or a camera that's slow to react to your touch, Google's Pixel 3 hopes to solve all of your photographic woes with its Top Shot feature, giving users the ability to pick out that perfect moment to share with friends.",30,9364976.89,470,2018-10-09T21:23:43-04:00,2019-01-27T00:42:52-05:00,"I, we together, ready. Let me, I, me."
2592911,30s Julia & Aaron [T1] - 2592911,"Photographer Julia Robbs likens the beautiful light and shapes that she captures in her studio to the design of her Jaguar F-PACE. Likewise, business owner Aaron Edwards says that he has plenty on his mind while driving, but with Jaguar's EliteCare coverage the cost of maintenance never weighs on him.",30,425960.29,468,2020-01-03T16:37:22-05:00,2021-02-25T01:25:36-05:00,"Everywhere I look, I see light and shade and some shapes are just more beautiful than others. I think about lots of things. When I drive, the cost of scheduled maintenance certainly isn't one of them, the F pace how Dracula makes an SUV."
2337786,30s How to Remember the Reservation Number - 2337786,"Motel 6 gives a quick guide on how to remember its toll-free reservation number, 1-800-4-MOTEL6. The one symbolizes the letter ""I"" while the eight is interpreted as ate. The zeros look like eggs and you could have eaten the eggs for (four) your cousin ""Mo."" Then you tell six people about it. Tom Bodett says if it works for him it can work for you.",30,922217.94,441,2019-07-06T08:14:15-04:00,2019-09-30T05:52:41-04:00,"Hi, Tom Bodett for 1 800 for Motel Six. Our toll free reservation number. Now, to remember it, think of that one as an I, then I ate and those look like two eggs. Now, say you ate those eggs for your cousin, mom. Then tell six people there you have it. I ate two eggs for Motel Six. Works for me. Well, I'm Tom Bodett from Motel Six and we'll leave the light on for you."
2716616,30s FX on Hulu - 2716616,FX on Hulu comes free with every Hulu subscription and includes over 40 shows. It is available to stream now.,30,8310.21,434,2020-03-06T14:22:50-05:00,2021-07-19T22:05:15-04:00,Now's the time. Here we go. How does it feel like b do you want to tell me your name?
2150923,30s In a World [T2] - 2150923,"When a group of unsuspecting drivers test-drive the Mitsubishi Eclipse Cross, they are surprised when voice actor Jon Bailey starts dramatically narrating the features of the car. In his signature epic voice, Jon describes the vehicle's all-wheel control and dual pane sunroof. For a limited time, Mitsubishi is offering special financing and cash back on select 2018 and 2019 models.",30,2857738.37,418,2019-03-06T10:27:11-05:00,2019-04-04T03:22:33-04:00,"Handle is pretty nice right handles really well. Introducing the 2019 Mitsubishi Eclipse cross. If you like sculpted lines, you'll love its dynamic design in a world of asphalt, gravel and snow. Super all wheel control will save the day with a 10 year 100,000 mile powertrain limited warranty and a fully loaded technologically advanced cockpit that will transport you to another universe. Get $3000 cash back or 0% APR for 72 months plus $1000 cash back on select 2018 models."
2710205,30s Next Slide - 2710205,"IHOP's new CEO -- Child Executive Officer, that is -- has some groundbreaking new ideas, which she is thrilled to present in a board meeting of its most important members. Firstly, she wants to make cereal pancakes a thing, with toppings varying from Cinnamon Toast Crunch and Lucky Charms to Captain Crunch. Secondly and tangentially related, she also wants cereal milkshakes, and for kids to eat free. Lastly... well, she just wanted you all to check out this water slide. It's a pretty cool slide.",30,1243427.19,406,2020-03-02T09:45:24-05:00,2020-03-16T01:56:57-04:00,"Listen upward people as your new child executive officer. My first idea is cereal pancake yum with cinnamon toast, crunch lucky charms and Captain Crunch with blue vanilla sparkle sauce. I'm tracking. Yeah. Next slide and new cereal milkshakes. Next slide and kids eat free. Next side. Yeah. That's a good slide. Me Likey from the mind of ihop's Child Executive Officer."
1710855,30s Having a Baby - 1710855,"After 107 years, New York Life realizes that people don't just have babies. It acknowledges that some people may be having their first baby while others may end up with more than they expected. That said, the insurance company believes it can help families with their financial plans.",30,3983227.51,362,2018-03-05T15:52:15-05:00,2018-09-09T06:02:38-04:00,"After 100 and 70 years, we know you don't just have a baby. You have your first baby or sometimes a couple more than you thought. Yeah. Your life doesn't fit into any one plan. So, whether it's the, having your first and a second marriage plan or the, let's have one more to make that two more plans. Sweetie. Let us help with your plan. We can do. That. Sounds like a plan. Start a plan that flexes with yours. New York life."
3422482,30s Golden Opportunity Sales Event: Everyone's Safety [T1] - 3422482,"For those who view everyone's safety as equally important, Lexus encourages drivers to experience its advanced standard safety technology. During the Golden Opportunity Sales Event, get special deals for a limited time.",30,1194113.75,338,2021-07-01T16:16:42-04:00,2021-08-02T22:53:23-04:00,"For those who see everyone's safety as equally important experience, our advanced standard safety technology on a full line of vehicles at the Lexus Golden opportunity, sales event experience. Amazing at your Lexus dealer."
2714373,30s Spring Event: Business First [T2] - 2714373,"All your life you've been told to put business before pleasure, to pay your dues at work and postpone your true passions, but Mercedes-Benz asks why you shouldn't pursue your dreams today. During the Spring Event, you can get special leasing on the 2020 GLA 250.",30,71511.02,333,2020-03-16T15:19:12-04:00,2020-03-30T04:39:23-04:00,"Work. Now, play later, pay your dues, climb the ladder all your life. You've been told business first, fun later. But why not live your dream? Now, the Mercedes Benz Spring event is here with four models starting under 37,000. You've got to ask yourself why not now."
2385082,30s Inside Outside [T2] - 2385082,"Lincoln Motor Company claims most people think a chair is just a chair and a handle is just a handle. The automaker challenges these assumptions with its reclining seats and soft-close doors and even brings the outside inside with its panoramic roof. Lincoln invites you to the final days of its Summer Invitation Sales Event, where you can receive an additional $1,000 trade assist cash in celebration of Labor Day.",30,1796704.13,326,2019-08-13T19:19:08-04:00,2019-08-22T18:29:14-04:00,"Most people think a chair is just a chair that a handle is just a handle or that you can't be both inside and outside. Most people haven't driven to Lincoln discover the Lincoln approach to craftsmanship at the Lincoln summer invitation right now, get 0% APR on all 2019 Lincoln vehicles plus no payments for up to 90 days only at your Lincoln dealer."
1548815,30s Keep the Peace [T1] - 1548815,"On an otherwise peaceful day, two giant monsters made of stone tear through the city with no regard for their surroundings. They wreak havoc and smash buildings as they fight over a bus, unwilling to share. It turns out these beasts are actually two young siblings fighting over a toy in their car. Thankfully, the Honda Odyssey gives parents a lot of ways to keep the peace with available smart features like Magic Slide Seats and CabinWatch.",30,1527188.86,313,2017-06-19T07:11:59-04:00,2019-01-06T22:17:44-05:00,"The new Honda Odyssey has tons of available smart features like cabin you guys doing, but lets parents chat with the rest of the family and cabin watch, which makes it easier to keep an eye on your kids. Hey, give me that thing and it's available with magic slide seats. Just a few of the many ways to keep the peace and the all new Honda Odyssey."
1723501,30s Impressive [T2] - 1723501,"Mercedes-Benz introduces the 2018 GLC as it draws the attention of a mail-fetching bystander, cruises past a construction site and distracts onlookers from their work. Between the added technologies and sporty look, Mercedes-Benz says the most impressive feature depends on your point of view.",30,1659277.3,242,2018-03-19T03:27:29-04:00,2018-05-08T20:15:21-04:00,"When you look at the Mercedes Benz GLC with its high tech cameras and radar, contemporary cockpit 360 degree network of driver assist technologies and sporty performance. What's most impressive about the GLC? All depends on your point of view. Lease the GLC 300 for just 449 a month at your local Mercedes Benz dealer Mercedes Benz the best or nothing."
3111684,30s 30% Off Everything - 3111684,Zales says diamonds are the perfect gift for the person in your life who lights up every room. During the You Are My Diamond Event customers can get 30% off everything in addition to special discounts and special financing with a the Diamond Credit Card.,30,566563.23,240,2020-12-11T06:52:43-05:00,2020-12-15T04:21:49-05:00,"You are the one, nothing shines brighter than you. You are one of a kind. You are my diamond. This holiday, find stylish gifts for all the diamonds in your life. Get 30% off everything and find one of a kind deals at the. You are my diamond event shop online with the virtual consultant and ask about our zero down special financing with the diamond credit card, zales, the diamond store."
2332208,30s Can't Stop Staring [T2] - 2332208,"Whether they're in a garage, out in a meadow or on city streets, people can't help but stare at these Chevrolet vehicles and get excited about the features of each car, truck or SUV. Chevrolet invites you to see what the excitement is all about at your local dealer and offers MSRP savings on select 2019 Silverado Double Cab models.",30,484368.47,215,2019-07-04T08:42:35-04:00,2019-07-09T06:44:08-04:00,"This Fourth of July celebrate in a new Chevrolet. Oh, wow. They're all really cool cars. I love it. I can't stop staring at it. Spectacular deals are on display. Now, at your local Chevy dealer, it's time to upgrade. Get 20% below MSRP on all 2019 Silverado double cab pickups. That's over 9750 on this Silverado. Find new roads at your local Chevy dealer."
2188255,30s Buzzer - 2188255,"While at his job as a call center salesman, this man celebrates each sale by pressing a button that blares the siren of a hockey goal. Though his coworkers may find his enthusiasm obnoxious, GEICO shares in his celebration at the return of hockey season. GEICO wants to remind fans that even though hockey is back, the savings on insurance never left.",30,1110705.88,197,2019-04-02T22:25:52-04:00,2020-03-28T01:36:30-04:00,"Ok. Just got your credit card approval and two waterless water fryers should be at your doorstep tomorrow morning. All right. Enjoy William. I better not hear that again. William. Don't you touch it again? Um Here, the savings never left Geico proud partner of the NHL."
1951792,30s Mistaken Identity [T2] - 1951792,"In several cases of mistaken identity, people mix up which Buick belongs to which person. A valet, some surfers, a group of lacrosse players and a confused husband are all left scratching their heads at the vehicle before them until they realize they've been looking at the wrong one the whole time. The automaker says its new lineup is full of surprises and is offering a special lease offer on the 2019 Enclave Preferred.",30,2135390.32,191,2018-11-01T20:32:52-04:00,2018-11-11T16:19:31-05:00,"Here's your buick. Right. Actually, that's my buick. How are we gonna fend your mum's buick? Is I like that new buick? Me too. I was actually talking about that buick. I knew that Buick's fresh, new lineup is full of surprises. Current eligible lessees get this low mileage lease on this 2018 encore for around 1 79 per month or get nearly 5000 total value on this encore when you finance through GM Financial."
2377805,30s Growing Up - 2377805,"From the moment he brings his newborn daughter home from the hospital, a father takes every possible precaution to protect her at home as she grows up. While you protect your family at home, XFINITY promises to help protect your family online with its xFi Advanced Security.",30,2673.87,171,2019-08-08T20:13:24-04:00,2019-09-08T20:13:20-04:00,"They say we're young and we don't know, we won't find out how well with all that you did. You got me, you protect them at home. You, we help protect them online from laptops to cameras. The XY gateway gives you protection for all of your connected devices. Get X by advantage with advanced security, xfinity. Proud partner of team USA."
1671240,30s Family Plans Include Netflix - 1671240,"T-Mobile says its first resolution of the new year is to binge more -- on Netflix that is. The cell carrier is offering customers four lines for $40 each with Netflix included for the whole family when they join the ""un-carrier.""",30,720400.64,166,2018-01-05T14:51:51-05:00,2018-01-15T02:47:47-05:00,"Resolution. Number one binge more. Join the UN carrier and get four unlimited lines for only 40 bucks each. Plus Netflix for the whole family on us. So they get their shows and you get yours watch however you want on your phone, tablet or TV, for just 40 bucks per line with no extra charges. All on America's best unlimited network T mobile."
2488408,30s Are We There Yet? [T1] - 2488408,"From its first electric vehicle in 1972 to the Vision M NEXT concepts cars of the future, BMW drivers and engineers have always been asking if they're ""there"" yet. Today, the automaker realizes that not every journey has an end. BMW toasts to the next 100 years of innovation with an offer to lease the 2019 BMW X5, available for a limited time.",30,972318.71,165,2019-10-19T21:06:45-04:00,2019-10-31T23:47:04-04:00,"How's the battery? How good are we there yet? Are we there yet? Are we there yet? Not yet? Oh, see hands free. Are we there yet? Every journey has an end here to the next 100 years of innovation. The journey continues at your local BMW center. Hurrying to test drive the BMW three series today."
3170124,30s New Attitude [T2] - 3170124,"All over the city, people wake up and begin their varied morning routines, cooking breakfast for their families and putting on their business attire. Each person climbs into their Mercedes E-Class and heads off to begin their day as the sun climbs over the horizon. Mercedes-Benz invites you to rejoin the morning rush with special financing on the 2021 E 350, MotorTrend's 2021 Car of the Year.",30,455890.96,159,2021-01-18T23:51:48-05:00,2021-02-01T05:48:51-05:00,Mercedes. How can I help? The 2021 E class? Motor Trend's 2021 car of the year.
1958838,30s Test Drive: Daughter [T2] - 1958838,"Potential Mitsubishi buyers come into a dealership to test drive the 2019 Outlander. The Mitsubishi employee decides to bring his daughter along with the customers. During the test drive, they decide to check out the sound system. Suddenly, the daughter starts to rap about the features of the vehicle as the customers jam along in amazement. During the automaker's New Year New Ride Season Ending Sale, it's offering special financing and cash back on select models.",30,755930.69,145,2018-11-07T00:31:25-05:00,2018-12-15T18:45:35-05:00,"Welcome to Mitsubishi. You want to take a test drive? It mind if my daughter joins us. Not at all. Let's test out the sound system. Sure sounds good. They lay on the all glamour and my 2019 Mitsubishi Outlander. Check one, check, two, check three. We all arrive because the third row seats something, me and blind spot don't work happy when you got a get $2000 cash back or 0% APR for 72 months plus $1000 cash back on select 2018 models. Drive your ambition. Mitsubishi Motors."
2612386,30s The Best of Tyler Perry's Stage Plays - 2612386,"BET+ features the best of Tyler Perry's stage plays like ""Hell Hath No Fury Like a Woman's Scorned"" ""A Madea Christmas"" and more.",30,0,145,2020-01-01T17:37:32-05:00,2020-02-26T21:41:05-05:00,"Oh, baby. Did that hurt? Did what hurt when all that damn stupid fell out your throat? What the hell is that? Nobody do it like that? It don't get no better than this right here been."
3361032,30s Bedtime Story - 3361032,"After a young girl falls asleep during a bedtime story, her father tells her the real story of how the princess was already prepared with a great AIG financial advisor. The story states that instead of worrying what the future holds, the princess could look forward to a place where she could achieve her dreams.",30,11762.62,124,2021-05-21T01:41:59-04:00,2021-08-03T10:49:05-04:00,She would sleep for 100 years. I'll tell you how the story really goes. In the real story. The princess already had a plan so our treasure would be protected and grow through the years. And that's the real story of how the princess wrote her own securely. Ever after. Aig proudly supports all the professionals taking care of financial futures.
1661301,30s Year End Sales Event: Final Days of the Event [T2] - 1661301,"Ford announces that the final days of its Year End Sales Event will be the last chance to get the best offers of the year. Customers can get zero percent financing for 72 months as well as $1,000 cash back on select cars, trucks and SUVs. Ford also offers special leasing on the 2017 F-150 for a limited time.",30,1785880.68,123,2017-12-20T17:24:04-05:00,2017-12-31T07:10:40-05:00,"Hurry. It's the final days of the Ford year end sales event. It's your last chance of the year to get our best offer of the year. 0% financing for 72 months plus an extra 1000 cash back across a full lineup for cars, trucks and suvs so hurry and save big on America's best selling brand. It's the final days of the Ford year and sales event with 0% financing for 72 months plus an extra 1000 cash back. See your Ford dealer before January 2nd and save."
1958530,30s Your Happy Pace: 25 Cents Down - 1958530,"Planet Fitness says that now is the perfect time to join its gym and find your happy pace. For a limited time, the gym adds that for just 25 cents down and $10 per month, there's no commitment.",30,524901.8,110,2018-11-07T12:28:10-05:00,2018-11-14T23:10:55-05:00,"It's the perfect time to join Planet Fitness and find your happy pace. Join now for just 25 cents down. $10 a month. No commitment. Everyone deserves a clean and friendly place to work out and for 25 cents down, it could be yours. Join today for just 25 cents down and $10 a month. Planet Fitness. The Judgment Free Zone. Join Planet Fitness for only 25 cents down. But hurry the 25 cent down sale ends November 14th."
1713794,30s Welcome Home - 1713794,"After a dreary evening commute back to her apartment, singer-songwriter FKA twigs decides she needs to unwind. She asks Siri on her Apple HomePod to play something that she'll like, and the digital assistant complies by starting up the song ""'Til It's Over"" by Anderson .Paak. When the track kicks into gear, twigs' dance throughout her flat causes her walls, tables and furniture shift into arrays of long, colorful streaks that mimic her movements. At the end of a phantasmagoric corridor, the musician's reflection steps out of a mirror, and the two twirl around in ecstasy until the avant-pop artist comes to a rest face-up on her couch. This, Apple says, is ""the new sound of home.""",30,5803303.93,109,2018-03-06T22:25:18-05:00,2018-03-24T02:08:23-04:00,"Hey, Siri, play me something I'd like. Ok."
2892458,30s Go Bedroom: Try Before You Buy - 2892458,"Rooms to Go allows you to try before you buy or order furniture right from your home. The company showcases living rooms, dining rooms and bedrooms.",30,193171.64,98,2020-07-21T02:34:31-04:00,2021-05-11T22:59:29-04:00,"Go online, go in store at rooms to go. You can try before you buy or buy without ever leaving home, you can go living rooms, go dining rooms, go bedrooms, plus get free doorway delivery on the furniture you love and always for the lowest price that's rooms to go, go style, go savings go today. Rooms to go. Let's go."
3340033,30s Hiring is Challenging - 3340033,"A CEO says he used ZipRecruiter to build a great team, and the convenience of the process left him with more time to focus on running his business.",30,393540.39,94,2021-05-08T22:46:55-04:00,2021-07-31T20:21:09-04:00,"Hiring is challenging, especially for key roles. The hiring process can feel overwhelming. Sometimes you just don't know where to start. So I use zip recruiter, they automatically posted the top job sites and I start getting qualified candidates really fast with zip recruiter. I've hired everyone from my head of marketing to my sales director and even my lead graphic designer and less time spent on hiring means more time spent on growing my business. Zip recruiter rated the number one hiring site, try it for free at ziprecruiter dot com slash ion."
